chrom,start,end,midpoint,window_size,P1,P2,P3,outgroup,D,Z,sites_used,ABBA,BABA,passes_qc,abs_D,abs_Z
CM017367.1,36200001,36300000,36250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36250001,36350000,36300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36300001,36400000,36350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36350001,36450000,36400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36400001,36500000,36450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36450001,36550000,36500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36500001,36600000,36550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36550001,36650000,36600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36600001,36700000,36650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36650001,36750000,36700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36700001,36800000,36750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36750001,36850000,36800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36800001,36900000,36850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36850001,36950000,36900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36900001,37000000,36950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,36950001,37050000,37000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37000001,37100000,37050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37050001,37150000,37100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37100001,37200000,37150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37150001,37250000,37200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37200001,37300000,37250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37250001,37350000,37300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37300001,37400000,37350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37350001,37450000,37400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37400001,37500000,37450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37450001,37550000,37500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37500001,37600000,37550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37550001,37650000,37600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37600001,37700000,37650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37650001,37750000,37700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37700001,37800000,37750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37750001,37850000,37800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37800001,37900000,37850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37850001,37950000,37900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37900001,38000000,37950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,37950001,38050000,38000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38000001,38100000,38050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38050001,38150000,38100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38100001,38200000,38150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38150001,38250000,38200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38200001,38300000,38250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38250001,38350000,38300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38300001,38400000,38350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38350001,38450000,38400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38400001,38500000,38450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38450001,38550000,38500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38500001,38600000,38550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38550001,38650000,38600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38600001,38700000,38650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38650001,38750000,38700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38700001,38800000,38750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38750001,38850000,38800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38800001,38900000,38850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38850001,38950000,38900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38900001,39000000,38950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,38950001,39050000,39000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39000001,39100000,39050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39050001,39150000,39100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39100001,39200000,39150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39150001,39250000,39200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39200001,39300000,39250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39250001,39350000,39300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39300001,39400000,39350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39350001,39450000,39400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39400001,39500000,39450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39450001,39550000,39500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39500001,39600000,39550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39550001,39650000,39600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39600001,39700000,39650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39650001,39750000,39700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39700001,39800000,39750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39750001,39850000,39800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39800001,39900000,39850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39850001,39950000,39900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39900001,40000000,39950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,39950001,40050000,40000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40000001,40100000,40050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40050001,40150000,40100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40100001,40200000,40150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40150001,40250000,40200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40200001,40300000,40250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40250001,40350000,40300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40300001,40400000,40350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40350001,40450000,40400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40400001,40500000,40450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40450001,40550000,40500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40500001,40600000,40550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40550001,40650000,40600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40600001,40700000,40650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40650001,40750000,40700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40700001,40800000,40750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40750001,40850000,40800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40800001,40900000,40850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40850001,40950000,40900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40900001,41000000,40950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,40950001,41050000,41000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41000001,41100000,41050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41050001,41150000,41100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41100001,41200000,41150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41150001,41250000,41200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41200001,41300000,41250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41250001,41350000,41300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41300001,41400000,41350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41350001,41450000,41400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41400001,41500000,41450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41450001,41550000,41500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41500001,41600000,41550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41550001,41650000,41600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41600001,41700000,41650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41650001,41750000,41700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41700001,41800000,41750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41750001,41850000,41800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41800001,41900000,41850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41850001,41950000,41900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41900001,42000000,41950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,41950001,42050000,42000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42000001,42100000,42050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42050001,42150000,42100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42100001,42200000,42150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42150001,42250000,42200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42200001,42300000,42250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42250001,42350000,42300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42300001,42400000,42350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42350001,42450000,42400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42400001,42500000,42450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42450001,42550000,42500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42500001,42600000,42550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42550001,42650000,42600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42600001,42700000,42650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42650001,42750000,42700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42700001,42800000,42750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42750001,42850000,42800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42800001,42900000,42850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42850001,42950000,42900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42900001,43000000,42950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,42950001,43050000,43000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43000001,43100000,43050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43050001,43150000,43100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43100001,43200000,43150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43150001,43250000,43200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43200001,43300000,43250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43250001,43350000,43300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43300001,43400000,43350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43350001,43450000,43400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43400001,43500000,43450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43450001,43550000,43500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43500001,43600000,43550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43550001,43650000,43600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43600001,43700000,43650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43650001,43750000,43700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43700001,43800000,43750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43750001,43850000,43800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43800001,43900000,43850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43850001,43950000,43900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43900001,44000000,43950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,43950001,44050000,44000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44000001,44100000,44050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44050001,44150000,44100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44100001,44200000,44150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44150001,44250000,44200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44200001,44300000,44250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44250001,44350000,44300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44300001,44400000,44350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44350001,44450000,44400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44400001,44500000,44450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44450001,44550000,44500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44500001,44600000,44550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44550001,44650000,44600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44600001,44700000,44650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44650001,44750000,44700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44700001,44800000,44750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44750001,44850000,44800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44800001,44900000,44850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44850001,44950000,44900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44900001,45000000,44950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,44950001,45050000,45000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45000001,45100000,45050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45050001,45150000,45100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45100001,45200000,45150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45150001,45250000,45200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45200001,45300000,45250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45250001,45350000,45300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45300001,45400000,45350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45350001,45450000,45400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45400001,45500000,45450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45450001,45550000,45500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45500001,45600000,45550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45550001,45650000,45600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45600001,45700000,45650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45650001,45750000,45700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45700001,45800000,45750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45750001,45850000,45800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45800001,45900000,45850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45850001,45950000,45900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45900001,46000000,45950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,45950001,46050000,46000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46000001,46100000,46050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46050001,46150000,46100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46100001,46200000,46150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46150001,46250000,46200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46200001,46300000,46250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46250001,46350000,46300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46300001,46400000,46350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46350001,46450000,46400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46400001,46500000,46450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46450001,46550000,46500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46500001,46600000,46550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46550001,46650000,46600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46600001,46700000,46650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46650001,46750000,46700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46700001,46800000,46750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46750001,46850000,46800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46800001,46900000,46850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46850001,46950000,46900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46900001,47000000,46950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,46950001,47050000,47000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47000001,47100000,47050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47050001,47150000,47100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47100001,47200000,47150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47150001,47250000,47200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47200001,47300000,47250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47250001,47350000,47300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47300001,47400000,47350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47350001,47450000,47400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47400001,47500000,47450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47450001,47550000,47500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47500001,47600000,47550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47550001,47650000,47600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47600001,47700000,47650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47650001,47750000,47700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47700001,47800000,47750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47750001,47850000,47800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47800001,47900000,47850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47850001,47950000,47900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47900001,48000000,47950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,47950001,48050000,48000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48000001,48100000,48050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48050001,48150000,48100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48100001,48200000,48150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48150001,48250000,48200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48200001,48300000,48250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48250001,48350000,48300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48300001,48400000,48350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48350001,48450000,48400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48400001,48500000,48450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48450001,48550000,48500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48500001,48600000,48550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48550001,48650000,48600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48600001,48700000,48650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48650001,48750000,48700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48700001,48800000,48750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48750001,48850000,48800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48800001,48900000,48850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48850001,48950000,48900000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48900001,49000000,48950000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,48950001,49050000,49000000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49000001,49100000,49050000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49050001,49150000,49100000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49100001,49200000,49150000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49150001,49250000,49200000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49200001,49300000,49250000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49250001,49350000,49300000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49300001,49400000,49350000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49350001,49450000,49400000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49400001,49500000,49450000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49450001,49550000,49500000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49500001,49600000,49550000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49550001,49650000,49600000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49600001,49700000,49650000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49650001,49750000,49700000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49700001,49800000,49750000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49750001,49850000,49800000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
CM017367.1,49800001,49900000,49850000,100000,geei,pileatus,phayrei,entellus,,,0,0,0,False,,
